,players,teams,Rk,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
120,Dario Saric\saricda01,PHI,440,23,78,2310,15.8,0.5820000000000001,0.44799999999999995,0.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.13699999999999998,1.6,-0.2,1.4,2.0
121,Darius Miller\milleda01,NOP,338,27,82,1944,9.3,0.617,0.735,0.138,1.0,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3.0,0.075,0.5,-1.6,-1.0,0.5
122,Darrell Arthur\arthuda01,DEN,21,29,19,141,8.4,0.5589999999999999,0.489,0.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011000000000000001,-3.5,-1.0,-4.5,-0.1
123,Darren Collison\collida01,IND,104,30,69,2018,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.18100000000000002,3.1,-1.0,2.2,2.1
124,Darrun Hilliard\hillida01,SAS,219,24,14,95,3.4,0.36200000000000004,0.316,0.368,0.0,8.2,4.1,15.3,1.1,0.0,15.3,12.3,-0.1,0.1,0.0,-0.015,-6.2,-1.3,-7.5,-0.1
125,David Nwaba\nwabada01,CHI,375,25,70,1646,12.2,0.542,0.12300000000000001,0.48,5.6,16.0,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,0.071,-2.5,0.9,-1.6,0.1
126,David Stockton\stockda01,UTA,464,26,3,9,33.9,1.05,1.0,1.3330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,17.4,28.8,0.1,0.0,0.1,0.45899999999999996,14.8,-8.1,6.7,0.0
127,David West\westda01,GSW,507,37,73,999,20.9,0.6,0.021,0.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,1.8,1.7,3.5,0.168,-0.2,3.2,3.0,1.3
128,Davis Bertans\bertada01,SAS,44,25,77,1086,14.1,0.588,0.6890000000000001,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.2,-0.3,1.0,0.8
129,Davon Reed\reedda01,PHO,424,22,21,242,4.8,0.38799999999999996,0.5,0.158,0.9,16.6,8.6,7.6,2.0,0.7,11.0,16.0,-0.5,0.2,-0.3,-0.059000000000000004,-5.8,-1.0,-6.7,-0.3
130,De'Aaron Fox\foxde01,SAC,164,20,73,2026,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.013999999999999999,-2.8,-1.5,-4.4,-1.2
131,DeAndre Jordan\jordade01,LAC,268,29,77,2424,20.2,0.648,0.0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6.0,3.4,9.4,0.18600000000000003,0.5,1.6,2.1,2.5
132,DeAndre Liggins\liggide01,MIL,297,29,31,480,5.0,0.424,0.5539999999999999,0.077,1.2,10.7,6.0,7.3,2.8,1.8,16.2,7.5,-0.3,0.5,0.2,0.02,-3.7,1.4,-2.2,0.0
133,DeAndre Liggins\liggide01,NOP,297,29,27,244,7.8,0.537,0.415,0.0,0.9,10.3,5.8,10.7,2.0,1.3,14.6,8.5,0.1,0.2,0.3,0.062,-2.9,0.7,-2.2,0.0
134,DeAndre Liggins\liggide01,TOT,297,29,58,724,6.0,0.467,0.5,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-3.4,1.2,-2.2,0.0
135,DeAndre' Bembry\bembrde01,ATL,42,23,26,455,7.6,0.47700000000000004,0.23399999999999999,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3
136,DeMar DeRozan\derozde01,TOR,130,28,80,2711,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,1.8,2.6
137,DeMarcus Cousins\couside01,NOP,112,27,48,1737,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,1.9,3.6,5.5,3.3
138,DeMarre Carroll\carrode01,BRK,86,31,73,2180,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.4,-0.3,0.2,1.2
139,Dejounte Murray\murrade01,SAS,360,21,81,1743,15.1,0.485,0.055999999999999994,0.243,7.0,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-2.2,3.4,1.2,1.4
140,Delon Wright\wrighde01,TOR,530,25,69,1433,16.5,0.574,0.354,0.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,2.5,2.1,4.5,0.152,1.2,1.6,2.8,1.7
141,Demetrius Jackson\jacksde01,HOU,244,23,12,63,0.2,0.28600000000000003,0.429,0.0,7.2,12.4,9.8,10.7,3.1,1.3,39.1,16.1,-0.3,0.1,-0.2,-0.14,-9.5,2.3,-7.2,-0.1
142,Demetrius Jackson\jacksde01,PHI,244,23,3,17,24.5,0.82,0.25,0.5,6.6,0.0,3.2,35.1,2.8,0.0,17.0,14.8,0.1,0.0,0.1,0.298,5.0,-4.0,1.0,0.0
143,Demetrius Jackson\jacksde01,TOT,244,23,15,80,5.4,0.424,0.389,0.111,7.1,9.8,8.4,15.9,3.1,1.1,34.6,15.8,-0.2,0.1,-0.1,-0.047,-6.4,1.0,-5.5,-0.1
144,Dennis Schroder\schrode01,ATL,442,24,67,2078,17.3,0.515,0.22899999999999998,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,0.059000000000000004,1.5,-2.2,-0.7,0.7
145,Dennis Smith\smithde03,DAL,455,20,69,2049,12.8,0.473,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,15.0,28.9,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.3,-0.1
146,Denzel Valentine\valende01,CHI,490,24,77,2095,12.1,0.527,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1.0,1.5,2.5,0.057,-0.4,-0.1,-0.5,0.8
147,Derrick Favors\favorde01,UTA,155,26,77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.5,2.2,2.7,2.5
148,Derrick Jones\jonesde02,MIA,265,20,14,212,8.8,0.457,0.327,0.36700000000000005,10.1,8.0,9.0,4.0,0.7,3.6,9.5,13.3,0.0,0.2,0.3,0.059000000000000004,-3.1,0.2,-2.9,0.0
149,Derrick Jones\jonesde02,PHO,265,20,6,33,18.4,0.6779999999999999,0.5,1.5,6.4,6.6,6.5,12.3,1.5,9.8,13.1,9.8,0.1,0.0,0.1,0.177,0.1,3.8,3.9,0.0
150,Derrick Jones\jonesde02,TOT,265,20,20,245,10.1,0.48,0.34,0.45299999999999996,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,-2.0,0.0
151,Derrick Rose\rosede01,CLE,433,29,16,308,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.013999999999999999,-3.9,-3.8,-7.7,-0.4
152,Derrick Rose\rosede01,MIN,433,29,9,112,11.2,0.46299999999999997,0.111,0.09300000000000001,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.028999999999999998,-3.8,-4.3,-8.1,-0.2
153,Derrick Rose\rosede01,TOT,433,29,25,420,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6
154,Derrick Walton\waltode01,MIA,501,22,16,147,11.2,0.525,0.68,0.24,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.5,1.0,-0.5,0.1
155,Derrick White\whitede01,SAS,510,23,17,139,15.9,0.6459999999999999,0.39399999999999996,0.606,4.0,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0.0,0.5,0.5,0.1
156,Derrick Williams\willide02,LAL,519,26,2,9,-3.2,0.25,0.5,0.0,0.0,11.7,5.9,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,-0.191,-11.5,-6.6,-18.1,0.0
157,Devin Booker\bookede01,PHO,58,21,54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.4,0.4,1.2
158,Devin Harris\harride01,DAL,197,34,44,807,13.5,0.56,0.44,0.39399999999999996,1.2,10.8,5.8,16.4,2.1,0.9,12.8,21.5,0.7,0.7,1.4,0.085,-0.5,-0.9,-1.4,0.1
159,Devin Harris\harride01,DEN,197,34,27,533,12.4,0.568,0.6,0.341,0.6,8.2,4.4,17.7,1.3,0.6,12.1,18.2,0.9,0.2,1.1,0.096,0.5,-3.3,-2.8,-0.1
160,Devin Harris\harride01,TOT,197,34,71,1340,13.0,0.563,0.5,0.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.09,-0.1,-1.9,-2.0,0.0
161,Devin Robinson\robinde01,WAS,430,22,1,13,10.5,0.33299999999999996,0.0,0.0,17.4,26.0,21.7,0.0,3.8,0.0,0.0,10.2,0.0,0.0,0.0,0.098,-5.7,-2.6,-8.2,0.0
162,Dewayne Dedmon\dedmode01,ATL,125,28,62,1542,15.8,0.599,0.29600000000000004,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-1.0,1.6,0.5,1.0
163,Deyonta Davis\davisde01,MEM,123,21,62,943,16.6,0.621,0.0,0.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3
164,Dillon Brooks\brookdi01,MEM,66,22,82,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-1.8,-1.3,-3.1,-0.7
165,Dion Waiters\waitedi01,MIA,496,26,30,918,10.5,0.48700000000000004,0.415,0.168,1.0,8.5,4.7,19.8,1.3,0.8,13.7,25.0,-0.7,0.8,0.1,0.004,-2.0,-2.0,-4.0,-0.5
166,Dirk Nowitzki\nowitdi01,DAL,372,39,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,2.6,2.2,4.8,0.121,0.1,0.3,0.3,1.1
167,Domantas Sabonis\sabondo01,IND,438,21,74,1810,17.5,0.5670000000000001,0.055999999999999994,0.33899999999999997,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.2,0.8
168,Donovan Mitchell\mitchdo01,UTA,343,21,79,2638,16.7,0.541,0.40399999999999997,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,2.1
169,Dorian Finney-Smith\finnedo01,DAL,161,24,21,448,7.6,0.48200000000000004,0.5539999999999999,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-2.8,-0.3,-3.1,-0.1
170,Doug McDermott\mcderdo01,DAL,326,26,26,596,11.5,0.611,0.439,0.156,1.3,11.4,6.1,7.5,0.8,0.6,10.3,16.3,0.6,0.3,1.0,0.077,-0.8,-1.4,-2.2,0.0
171,Doug McDermott\mcderdo01,NYK,326,26,55,1172,9.9,0.562,0.418,0.162,3.1,9.5,6.3,6.0,0.4,0.9,8.8,14.4,1.1,0.3,1.3,0.055,-0.6,-1.9,-2.5,-0.1
172,Doug McDermott\mcderdo01,TOT,326,26,81,1768,10.4,0.579,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15.0,1.7,0.6,2.3,0.063,-0.7,-1.7,-2.4,-0.2
173,Dragan Bender\bendedr01,PHO,43,20,82,2069,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.7,0.0,-2.7,-0.4
174,Draymond Green\greendr01,GSW,187,27,70,2287,16.1,0.556,0.414,0.27899999999999997,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.4,2.7,3.2,3.0
175,Dwayne Bacon\bacondw01,CHO,26,22,53,713,5.8,0.431,0.22399999999999998,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.006999999999999999,-5.4,-0.3,-5.7,-0.7
176,Dwight Buycks\buyckdw01,DET,80,28,29,427,12.8,0.498,0.22699999999999998,0.207,3.0,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027000000000000003,-2.5,-1.8,-4.3,-0.2
177,Dwight Howard\howardw01,CHO,229,32,81,2463,20.5,0.5770000000000001,0.008,0.639,11.0,33.8,22.2,7.1,1.0,4.4,15.1,24.2,2.9,3.9,6.8,0.132,-2.0,1.7,-0.3,1.1
178,Dwight Powell\poweldw01,DAL,412,26,79,1672,18.8,0.6559999999999999,0.195,0.43,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,4.6,2.1,6.6,0.191,1.1,1.6,2.7,2.0
179,Dwyane Wade\wadedw01,CLE,495,36,46,1069,15.9,0.519,0.161,0.308,4.2,14.7,9.5,23.3,1.9,2.5,15.7,24.3,0.4,0.9,1.3,0.057,-1.6,0.3,-1.4,0.2
180,Dwyane Wade\wadedw01,MIA,495,36,21,467,13.1,0.465,0.166,0.223,2.6,14.5,8.5,23.9,2.0,2.7,15.0,30.7,-0.8,0.7,-0.1,-0.013999999999999999,-4.2,0.5,-3.7,-0.2
181,Dwyane Wade\wadedw01,TOT,495,36,67,1536,15.0,0.5,0.163,0.27699999999999997,3.7,14.6,9.2,23.5,2.0,2.6,15.5,26.2,-0.4,1.6,1.1,0.036000000000000004,-2.4,0.3,-2.1,0.0
182,E'Twaun Moore\mooreet01,NOP,349,28,82,2586,12.1,0.593,0.36200000000000004,0.08199999999999999,2.5,7.3,5.0,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,0.6,-0.8,-0.2,1.2
183,Ed Davis\davised01,POR,124,28,78,1471,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,0.16399999999999998,-1.8,1.8,0.0,0.7
184,Edmond Sumner\sumneed01,IND,466,22,1,2,39.8,1.0,0.0,0.0,0.0,56.1,28.2,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.425,4.6,-9.9,-5.3,0.0
185,Ekpe Udoh\udohek01,UTA,487,30,63,810,15.2,0.56,0.008,0.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,1.3,1.8,3.2,0.187,-1.1,6.8,5.7,1.6
186,Elfrid Payton\paytoel01,ORL,399,23,44,1257,18.1,0.564,0.146,0.249,4.1,11.2,7.6,35.5,2.5,1.0,18.3,21.8,1.6,1.1,2.7,0.10400000000000001,1.0,0.1,1.1,1.0
187,Elfrid Payton\paytoel01,PHO,399,23,19,551,13.1,0.48100000000000004,0.12,0.258,3.2,16.3,9.7,33.7,1.7,0.9,18.8,22.1,-0.2,0.3,0.1,0.009000000000000001,-2.0,-0.1,-2.1,0.0
188,Elfrid Payton\paytoel01,TOT,399,23,63,1808,16.5,0.5379999999999999,0.138,0.252,3.8,12.8,8.2,34.9,2.2,1.0,18.5,21.9,1.4,1.4,2.8,0.075,0.1,0.0,0.1,1.0
189,Emeka Okafor\okafoem01,NOP,380,35,26,353,16.4,0.545,0.0,0.23199999999999998,14.9,21.7,18.4,3.1,1.1,5.6,11.0,14.4,0.5,0.5,1.0,0.14,-2.6,1.3,-1.3,0.1
190,Emmanuel Mudiay\mudiaem01,DEN,357,21,42,752,12.3,0.504,0.317,0.242,2.4,11.6,7.0,24.1,1.4,0.4,16.8,24.8,0.0,0.3,0.3,0.019,-2.2,-2.9,-5.0,-0.6
191,Emmanuel Mudiay\mudiaem01,NYK,357,21,22,493,10.2,0.428,0.225,0.25,2.3,10.8,6.5,25.0,2.0,1.2,15.3,23.7,-0.7,0.4,-0.3,-0.034,-3.3,-0.9,-4.3,-0.3
192,Emmanuel Mudiay\mudiaem01,TOT,357,21,64,1245,11.5,0.474,0.281,0.245,2.3,11.3,6.8,24.5,1.6,0.8,16.2,24.3,-0.7,0.7,0.0,-0.002,-2.6,-2.1,-4.7,-0.9
193,Enes Kanter\kanteen01,NYK,271,25,71,1830,24.0,0.63,0.003,0.258,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,5.5,2.1,7.6,0.198,2.4,0.1,2.5,2.1
194,Eric Bledsoe\bledser01,MIL,52,28,71,2239,20.0,0.585,0.366,0.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.121,2.6,-0.2,2.4,2.5
195,Eric Bledsoe\bledser01,PHO,52,28,3,83,13.0,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.027999999999999997,-2.5,-2.4,-4.9,-0.1
196,Eric Bledsoe\bledser01,TOT,52,28,74,2322,19.7,0.5820000000000001,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.11599999999999999,2.4,-0.3,2.1,2.4
197,Eric Gordon\gordoer01,HOU,180,29,69,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,2.9,1.8,4.7,0.105,1.4,-2.4,-1.0,0.5
198,Eric Moreland\moreler01,DET,350,26,67,805,13.9,0.531,0.0,0.23800000000000002,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,0.7,1.6,2.3,0.135,-3.1,5.8,2.6,0.9
199,Erik McCree\mccreer01,UTA,324,24,4,8,-8.9,0.0,0.5,0.0,0.0,14.0,7.1,0.0,6.3,0.0,33.3,16.9,-0.1,0.0,-0.1,-0.33399999999999996,-17.2,2.5,-14.7,0.0
200,Ersan Ilyasova\ilyaser01,ATL,235,30,46,1175,15.1,0.569,0.424,0.22399999999999998,7.0,16.8,11.9,6.8,1.8,1.2,8.9,18.0,1.6,1.0,2.6,0.106,0.4,-0.3,0.0,0.6
201,Ersan Ilyasova\ilyaser01,PHI,235,30,23,554,14.6,0.537,0.392,0.212,8.9,20.6,15.0,10.4,1.5,1.4,11.1,20.1,0.6,0.9,1.4,0.125,-0.2,0.3,0.1,0.3
202,Ersan Ilyasova\ilyaser01,TOT,235,30,69,1729,14.9,0.5579999999999999,0.413,0.22,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,2.2,1.9,4.0,0.11199999999999999,0.2,-0.1,0.1,0.9
203,Evan Fournier\fournev01,ORL,163,25,57,1837,15.5,0.5770000000000001,0.418,0.21600000000000003,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,1.6,-2.1,-0.4,0.7
204,Evan Turner\turneev01,POR,485,29,79,2034,9.9,0.52,0.22899999999999998,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.4,0.6,-1.8,0.1
205,Frank Kaminsky\kaminfr01,CHO,270,24,79,1835,14.4,0.545,0.38299999999999995,0.271,2.7,14.5,8.5,11.0,1.0,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.3,-1.2,-0.9,0.5
206,Frank Mason\masonfr01,SAC,316,23,52,984,13.0,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1.0,13.1,22.6,0.0,0.6,0.5,0.027000000000000003,-2.0,-1.4,-3.4,-0.4
207,Frank Ntilikina\ntilila01,NYK,373,19,78,1706,7.0,0.43700000000000006,0.314,0.136,2.4,9.1,5.8,20.0,1.9,0.9,19.8,16.9,-2.0,1.1,-0.9,-0.026000000000000002,-3.5,-0.5,-3.9,-0.8
208,Fred VanVleet\vanvlfr01,TOR,491,23,76,1520,15.9,0.556,0.479,0.185,1.9,11.5,6.8,22.8,2.2,1.0,11.2,19.1,2.7,2.0,4.7,0.149,1.9,0.1,1.9,1.5
209,Furkan Korkmaz\korkmfu01,PHI,276,20,14,80,3.4,0.386,0.607,0.14300000000000002,2.8,11.7,7.4,6.7,1.2,1.0,6.3,16.9,-0.1,0.1,0.0,-0.006,-5.0,-1.8,-6.9,-0.1
210,Garrett Temple\templga01,SAC,473,31,65,1615,10.2,0.536,0.47700000000000004,0.16399999999999998,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-1.3,-0.6,-1.9,0.1
211,Gary Harris\harriga01,DEN,198,23,67,2304,16.5,0.597,0.434,0.17800000000000002,1.8,6.8,4.3,13.0,2.6,0.5,10.8,20.7,3.9,1.5,5.5,0.114,2.4,-1.5,0.9,1.7
212,Gary Payton\paytoga02,LAL,400,25,11,115,11.8,0.447,0.317,0.146,8.4,16.5,12.5,15.1,1.7,1.4,8.4,17.6,0.0,0.1,0.2,0.063,-2.0,0.1,-1.9,0.0
213,Gary Payton\paytoga02,MIL,400,25,12,106,7.6,0.43700000000000006,0.364,0.091,4.4,14.3,9.4,12.2,1.4,0.8,8.0,15.9,0.0,0.1,0.0,0.016,-3.4,-2.0,-5.5,-0.1
214,Gary Payton\paytoga02,TOT,400,25,23,221,9.8,0.44299999999999995,0.33799999999999997,0.122,6.5,15.5,11.0,13.7,1.5,1.1,8.2,16.8,0.0,0.2,0.2,0.040999999999999995,-2.7,-0.9,-3.6,-0.1
215,George Hill\hillge01,CLE,217,31,24,669,12.2,0.551,0.41200000000000003,0.21899999999999997,3.4,7.3,5.4,14.0,1.6,1.9,12.0,15.4,0.8,0.3,1.1,0.077,0.0,-0.6,-0.6,0.2
216,George Hill\hillge01,SAC,217,31,43,1143,14.0,0.597,0.39299999999999996,0.304,2.1,9.9,5.8,15.5,1.7,1.0,14.0,16.9,1.6,0.6,2.1,0.09,0.4,-1.0,-0.6,0.4
217,George Hill\hillge01,TOT,217,31,67,1812,13.3,0.58,0.4,0.273,2.6,8.9,5.7,15.0,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6
218,Georges Niang\niangge01,UTA,368,24,9,32,9.2,0.379,0.364,0.182,10.8,21.1,16.0,14.0,3.1,0.0,20.2,20.9,-0.1,0.1,0.0,-0.028999999999999998,-5.5,1.4,-4.0,0.0
219,Georgios Papagiannis\papagge01,POR,389,20,1,4,58.1,1.0,0.0,0.0,27.5,0.0,13.6,0.0,24.9,0.0,0.0,11.0,0.0,0.0,0.1,0.675,17.8,16.3,34.1,0.0
220,Georgios Papagiannis\papagge01,SAC,389,20,16,118,10.7,0.415,0.0,0.0,11.1,24.2,17.4,11.5,0.9,4.8,16.3,18.7,-0.2,0.1,0.0,-0.018000000000000002,-6.3,1.4,-5.0,-0.1
221,Georgios Papagiannis\papagge01,TOT,389,20,17,122,12.2,0.429,0.0,0.0,11.6,23.4,17.2,11.2,1.6,4.7,16.0,18.4,-0.1,0.1,0.0,0.005,-5.5,1.8,-3.7,-0.1
222,Gerald Green\greenge01,HOU,188,32,41,929,14.1,0.5660000000000001,0.722,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1.0,1.0,2.1,0.107,0.5,-2.4,-1.9,0.0
223,Gian Clavell\clavegi01,DAL,99,24,7,64,7.4,0.53,0.833,0.111,1.7,10.8,6.1,6.7,1.6,0.0,9.6,14.8,0.0,0.0,0.1,0.042,-1.7,-1.9,-3.6,0.0
224,Giannis Antetokounmpo\antetgi01,MIL,16,23,75,2756,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,3.9,1.9,5.8,5.4
225,Glenn Robinson\robingl02,IND,431,24,23,338,10.8,0.529,0.4,0.129,3.7,8.6,6.2,6.8,1.9,0.3,5.3,12.5,0.4,0.3,0.6,0.08800000000000001,-0.9,-0.9,-1.8,0.0
226,Goran Dragic\dragigo01,MIA,138,31,75,2378,16.6,0.5429999999999999,0.27899999999999997,0.252,2.5,12.0,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,1.0,-1.1,-0.1,1.2
227,Gordon Hayward\haywago01,BOS,207,27,1,5,7.3,0.5,0.5,0.0,0.0,21.6,10.9,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.055999999999999994,-5.9,-6.1,-12.0,0.0
228,Gorgui Dieng\dienggo01,MIN,132,28,79,1333,14.7,0.5429999999999999,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,1.6,1.3,2.9,0.105,-1.0,0.6,-0.4,0.5
229,Greg Monroe\monrogr01,BOS,346,27,26,496,23.0,0.58,0.0,0.348,11.9,24.4,18.2,20.5,2.8,2.9,17.4,24.9,0.8,1.1,2.0,0.193,0.2,4.3,4.5,0.8
230,Greg Monroe\monrogr01,MIL,346,27,5,79,11.1,0.489,0.0,0.121,8.9,28.1,18.5,10.2,0.0,0.0,14.7,23.3,-0.1,0.0,0.0,-0.013000000000000001,-6.1,-3.5,-9.6,-0.2
231,Greg Monroe\monrogr01,PHO,346,27,20,465,21.0,0.642,0.0,0.297,11.3,25.7,18.4,18.2,1.6,1.0,18.6,19.6,1.0,0.4,1.4,0.142,1.1,1.1,2.3,0.5
232,Greg Monroe\monrogr01,TOT,346,27,51,1040,21.2,0.598,0.0,0.308,11.4,25.2,18.3,18.7,2.1,1.8,17.7,22.4,1.8,1.6,3.4,0.155,0.1,2.3,2.4,1.2
233,Guerschon Yabusele\yabusgu01,BOS,531,22,33,235,12.3,0.5589999999999999,0.607,0.361,8.0,16.1,12.1,10.0,0.9,1.8,14.5,15.7,0.3,0.3,0.6,0.122,-1.0,0.2,-0.7,0.1
234,Harrison Barnes\barneha02,DAL,31,25,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.07,-0.7,-1.4,-2.1,-0.1
235,Hassan Whiteside\whiteha01,MIA,513,28,54,1364,24.1,0.573,0.003,0.315,14.3,36.6,25.4,6.9,1.4,5.9,12.3,24.7,2.3,3.0,5.3,0.187,-2.1,2.3,0.2,0.8
236,Henry Ellenson\ellenhe01,DET,145,21,38,329,10.5,0.47600000000000003,0.41100000000000003,0.19899999999999998,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,0.02,-4.3,-2.6,-6.8,-0.4
237,Ian Clark\clarkia01,NOP,97,26,74,1455,9.4,0.529,0.39399999999999996,0.11900000000000001,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037000000000000005,-2.0,-2.0,-3.9,-0.7
238,Ian Mahinmi\mahinia01,WAS,311,31,77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.09300000000000001,-2.3,1.6,-0.7,0.4
